dataentrybox Measure,Datetime,GPnum,Measurement,Measurement comment,Measurement transformed,Measurementnum,One hundred message,Species
,2020-07-21 18:34:37,GP303F,223.1mm,,223.1,9,,301
,2020-07-21 18:34:40,GP303F,181.4mm,,181.4,10,,301
,2020-07-21 18:34:42,GP303F,178.4mm,,178.4,11,,301
,2020-07-21 18:34:45,GP303F,159.1mm,,159.1,12,,301
,2020-07-21 18:34:48,GP303F,240.5mm,,240.5,13,,301
,2020-07-21 18:34:51,GP303F,152.2mm,,152.2,14,,301
,2020-07-21 18:34:54,GP303F,125.6mm,,125.6,15,,301
,2020-07-21 18:35:00,GP303F,133.6mm,,133.6,16,,301
,2020-07-21 18:35:22,GP303F,147.1mm,,147.1,1,,302
,2020-07-21 18:35:25,GP303F,160.3mm,,160.3,2,,302
,2020-07-21 18:35:30,GP303F,186.6mm,,186.6,3,,302
,2020-07-21 18:35:34,GP303F,189.5mm,,189.5,4,,302
,2020-07-21 18:35:37,GP303F,133.0mm,,133.0,5,,302
,2020-07-21 18:35:41,GP303F,178.2mm,,178.2,6,,302
,2020-07-21 18:35:44,GP303F,170.5mm,,170.5,7,,302
,2020-07-21 18:35:47,GP303F,167.9mm,,167.9,8,,302
,2020-07-21 18:35:50,GP303F,90.8mm,,90.8,9,,302
,2020-07-21 18:35:53,GP303F,159.5mm,,159.5,10,,302
,2020-07-21 18:35:56,GP303F,72.2mm,,72.2,11,,302
,2020-07-21 18:35:59,GP303F,180.9mm,,180.9,12,,302
,2020-07-21 18:36:05,GP303F,78.0mm,,78.0,13,,302
,2020-07-21 18:36:08,GP303F,86.8mm,,86.8,14,,302
,2020-07-21 18:36:24,GP303F,121.3mm,,121.3,1,,304
,2020-07-21 18:36:28,GP303F,126.4mm,,126.4,2,,304
,2020-07-21 18:36:31,GP303F,118.8mm,,118.8,3,,304
,2020-07-21 18:36:34,GP303F,113.7mm,,113.7,4,,304
,2020-07-21 18:36:37,GP303F,92.4mm,,92.4,5,,304
,2020-07-21 18:36:40,GP303F,120.3mm,,120.3,6,,304
,2020-07-21 18:36:43,GP303F,121.3mm,,121.3,7,,304
,2020-07-21 18:36:46,GP303F,85.5mm,,85.5,8,,304
,2020-07-21 18:36:49,GP303F,111.0mm,,111.0,9,,304
,2020-07-21 18:36:52,GP303F,84.8mm,,84.8,10,,304
,2020-07-21 18:36:55,GP303F,78.1mm,,78.1,11,,304
,2020-07-21 18:37:16,GP303F,131.8mm,,131.8,1,,340
,2020-07-21 18:37:21,GP303F,115.5mm,,115.5,2,,340
,2020-07-21 18:37:24,GP303F,118.8mm,,118.8,3,,340
,2020-07-21 20:19:24,GP300A1,212.3mm,,212.3,1,,10
,2020-07-21 20:19:37,GP300A1,129.8mm,,129.8,1,,304
,2020-07-22 13:19:55,GP211F,70.6mm,,70.6,1,,341
,2020-07-22 13:20:13,GP211F,116.6mm,,116.6,1,,340
,2020-07-22 13:20:45,GP211F,73.8mm,,73.8,1,,623
,2020-07-22 13:20:57,GP211F,58.3mm,,58.3,1,,502
,2020-07-22 13:21:20,GP211F,137.1mm,,137.1,1,,626
,2020-07-22 13:21:25,GP211F,145.0mm,,145.0,2,,626
,2020-07-22 13:21:45,GP211F,221.2mm,,221.2,1,,620
,2020-07-22 13:21:54,GP211F,276.3mm,,276.3,2,,620
,2020-07-22 13:21:57,GP211F,133.9mm,,133.9,3,,620
,2020-07-22 13:22:06,GP211F,95.5mm,,95.5,1,,313
,2020-07-22 13:22:10,GP211F,76.3mm,,76.3,2,,313
,2020-07-22 13:22:13,GP211F,102.3mm,,102.3,3,,313
,2020-07-22 13:22:16,GP211F,92.4mm,,92.4,4,,313
,2020-07-22 13:22:20,GP211F,69.0mm,,69.0,5,,313
,2020-07-22 13:22:23,GP211F,71.6mm,,71.6,6,,313
,2020-07-22 13:22:33,GP211F,358.0mm,,358.0,1,,40
,2020-07-22 13:22:36,GP211F,216.3mm,,216.3,2,,40
,2020-07-22 13:22:38,GP211F,203.5mm,,203.5,3,,40
,2020-07-22 13:22:41,GP211F,267.9mm,,267.9,4,,40
,2020-07-22 13:22:43,GP211F,193.7mm,,193.7,5,,40
,2020-07-22 13:22:46,GP211F,164.1mm,,164.1,6,,40
,2020-07-22 13:22:49,GP211F,156.2mm,,156.2,7,,40
,2020-07-22 13:22:52,GP211F,245.8mm,,245.8,8,,40
,2020-07-22 13:22:55,GP211F,124.1mm,,124.1,9,,40
,2020-07-22 13:22:59,GP211F,113.2mm,,113.2,10,,40
,2020-07-22 13:23:02,GP211F,139.5mm,,139.5,11,,40
,2020-07-22 13:23:06,GP211F,61.9mm,,61.9,12,,40
,2020-07-22 13:23:11,GP211F,217.6mm,,217.6,13,,40
,2020-07-22 13:23:15,GP211F,149.7mm,,149.7,14,,40
,2020-07-22 13:23:17,GP211F,155.8mm,,155.8,15,,40
,2020-07-22 13:23:20,GP211F,148.3mm,,148.3,16,,40
,2020-07-22 13:23:24,GP211F,139.1mm,,139.1,17,,40
,2020-07-22 13:23:28,GP211F,145.3mm,,145.3,18,,40
,2020-07-22 13:23:31,GP211F,156.0mm,,156.0,19,,40
,2020-07-22 13:23:35,GP211F,72.5mm,,72.5,20,,40
,2020-07-22 13:23:38,GP211F,189.3mm,,189.3,21,,40
,2020-07-22 13:23:41,GP211F,254.3mm,,254.3,22,,40
,2020-07-22 13:23:44,GP211F,276.1mm,,276.1,23,,40
,2020-07-22 13:23:46,GP211F,212.8mm,,212.8,24,,40
,2020-07-22 13:23:49,GP211F,170.1mm,,170.1,25,,40
,2020-07-22 13:23:52,GP211F,180.7mm,,180.7,26,,40
,2020-07-22 13:23:55,GP211F,150.6mm,,150.6,27,,40
,2020-07-22 13:24:00,GP211F,207.9mm,,207.9,28,,40
,2020-07-22 13:24:03,GP211F,167.4mm,,167.4,29,,40
,2020-07-22 13:24:06,GP211F,179.2mm,,179.2,30,,40
,2020-07-22 13:24:09,GP211F,150.9mm,,150.9,31,,40
,2020-07-22 13:24:12,GP211F,184.2mm,,184.2,32,,40
,2020-07-22 13:24:15,GP211F,168.1mm,,168.1,33,,40
,2020-07-22 13:24:18,GP211F,116.7mm,,116.7,34,,40
,2020-07-22 13:24:21,GP211F,258.9mm,,258.9,35,,40
,2020-07-22 13:24:24,GP211F,238.1mm,,238.1,36,,40
,2020-07-22 13:24:26,GP211F,116.4mm,,116.4,37,,40
,2020-07-22 13:24:30,GP211F,142.8mm,,142.8,38,,40
,2020-07-22 13:24:33,GP211F,214.5mm,,214.5,39,,40
,2020-07-22 13:24:37,GP211F,178.5mm,,178.5,40,,40
,2020-07-22 13:24:40,GP211F,115.9mm,,115.9,41,,40
,2020-07-22 13:24:43,GP211F,77.5mm,,77.5,42,,40
,2020-07-22 13:24:47,GP211F,133.8mm,,133.8,43,,40
,2020-07-22 13:24:50,GP211F,256.4mm,,256.4,44,,40
,2020-07-22 13:24:53,GP211F,143.0mm,,143.0,45,,40
,2020-07-22 13:24:55,GP211F,151.3mm,,151.3,46,,40
,2020-07-22 13:24:58,GP211F,126.5mm,,126.5,47,,40
,2020-07-22 13:25:01,GP211F,134.7mm,,134.7,48,,40
,2020-07-22 13:25:05,GP211F,142.6mm,,142.6,49,,40
,2020-07-22 13:25:08,GP211F,153.8mm,,153.8,50,,40
,2020-07-22 13:25:12,GP211F,189.2mm,,189.2,51,,40
,2020-07-22 13:25:15,GP211F,107.8mm,,107.8,52,,40
,2020-07-22 13:25:18,GP211F,149.6mm,,149.6,53,,40
,2020-07-22 13:25:22,GP211F,84.6mm,,84.6,54,,40
,2020-07-22 13:25:26,GP211F,78.4mm,,78.4,55,,40
,2020-07-22 13:25:31,GP211F,149.3mm,,149.3,56,,40
,2020-07-22 13:25:34,GP211F,182.9mm,,182.9,57,,40
,2020-07-22 13:25:38,GP211F,69.8mm,,69.8,58,,40
,2020-07-22 13:25:42,GP211F,76.3mm,,76.3,59,,40
,2020-07-22 13:26:27,GP211F,185.9mm,,185.9,1,,42
,2020-07-22 13:26:40,GP211F,201.9mm,,201.9,1,,10
,2020-07-22 13:26:56,GP211F,152.3mm,,152.3,1,,512
,2020-07-22 13:27:01,GP211F,173.7mm,,173.7,2,,512
,2020-07-22 13:27:04,GP211F,185.5mm,,185.5,3,,512
,2020-07-22 13:27:07,GP211F,136.8mm,,136.8,4,,512
,2020-07-22 13:27:18,GP211F,195.7mm,,195.7,1,,302
,2020-07-22 13:27:22,GP211F,92.0mm,,92.0,2,,302
,2020-07-22 13:27:26,GP211F,84.7mm,,84.7,3,,302
,2020-07-22 13:27:30,GP211F,81.1mm,,81.1,4,,302
,2020-07-22 13:27:48,GP211F,99.9mm,,99.9,1,,304
,2020-07-23 05:49:56,GP234F,241.4mm,,241.4,1,,10
,2020-07-23 05:50:02,GP234F,194.7mm,,194.7,2,,10
,2020-07-23 05:50:07,GP234F,197.2mm,,197.2,3,,10
,2020-07-23 05:50:09,GP234F,210.0mm,,210.0,4,,10
,2020-07-23 05:50:12,GP234F,184.8mm,,184.8,5,,10
,2020-07-23 05:50:18,GP234F,175.0mm,,175.0,6,,10
,2020-07-23 05:50:20,GP234F,214.9mm,,214.9,7,,10
,2020-07-23 05:50:24,GP234F,167.9mm,,167.9,8,,10
,2020-07-23 05:50:28,GP234F,167.2mm,,167.2,9,,10
,2020-07-23 05:50:32,GP234F,162.6mm,,162.6,10,,10
,2020-07-23 05:50:36,GP234F,162.6mm,,162.6,11,,10
,2020-07-23 05:50:41,GP234F,179.8mm,,179.8,12,,10
,2020-07-23 05:50:45,GP234F,161.5mm,,161.5,13,,10
,2020-07-23 05:50:49,GP234F,164.3mm,,164.3,14,,10
,2020-07-23 05:50:52,GP234F,146.4mm,,146.4,15,,10
,2020-07-23 05:50:56,GP234F,161.7mm,,161.7,16,,10
,2020-07-23 05:50:59,GP234F,165.4mm,,165.4,17,,10
,2020-07-23 05:51:02,GP234F,171.7mm,,171.7,18,,10
,2020-07-23 05:51:05,GP234F,193.5mm,,193.5,19,,10
,2020-07-23 05:51:08,GP234F,261.5mm,,261.5,20,,10
,2020-07-23 05:51:11,GP234F,164.3mm,,164.3,21,,10
,2020-07-23 05:51:14,GP234F,187.3mm,,187.3,22,,10
,2020-07-23 05:52:29,GP234F,180.6mm,,180.6,23,,10
,2020-07-23 05:52:32,GP234F,181.2mm,,181.2,24,,10
,2020-07-23 05:52:35,GP234F,174.1mm,,174.1,25,,10
,2020-07-23 05:52:38,GP234F,200.3mm,,200.3,26,,10
,2020-07-23 05:52:41,GP234F,165.3mm,,165.3,27,,10
,2020-07-23 05:52:44,GP234F,193.0mm,,193.0,28,,10
,2020-07-23 05:52:49,GP234F,164.9mm,,164.9,29,,10
,2020-07-23 05:52:52,GP234F,178.7mm,,178.7,30,,10
,2020-07-23 05:52:56,GP234F,155.4mm,,155.4,31,,10
,2020-07-23 05:52:58,GP234F,152.1mm,,152.1,32,,10
,2020-07-23 05:53:02,GP234F,167.2mm,,167.2,33,,10
,2020-07-23 05:53:05,GP234F,164.3mm,,164.3,34,,10
,2020-07-23 05:53:09,GP234F,180.7mm,,180.7,35,,10
,2020-07-23 05:53:13,GP234F,186.4mm,,186.4,36,,10
,2020-07-23 05:53:17,GP234F,212.4mm,,212.4,37,,10
,2020-07-23 05:53:20,GP234F,156.7mm,,156.7,38,,10
,2020-07-23 05:53:23,GP234F,210.9mm,,210.9,39,,10
,2020-07-23 05:53:26,GP234F,163.8mm,,163.8,40,,10
,2020-07-23 05:53:28,GP234F,169.9mm,,169.9,41,,10
,2020-07-23 05:53:31,GP234F,303.2mm,,303.2,42,,10
,2020-07-23 05:53:34,GP234F,203.7mm,,203.7,43,,10
,2020-07-23 05:53:43,GP234F,180.1mm,,180.1,44,,10
,2020-07-23 05:53:46,GP234F,187.9mm,,187.9,45,,10
,2020-07-23 05:53:49,GP234F,167.1mm,,167.1,46,,10
,2020-07-23 05:53:52,GP234F,171.2mm,,171.2,47,,10
,2020-07-23 05:53:56,GP234F,186.4mm,,186.4,48,,10
,2020-07-23 05:54:04,GP234F,266.9mm,,266.9,1,,40
,2020-07-23 05:54:11,GP234F,156.6mm,,156.6,2,,40
,2020-07-23 05:54:14,GP234F,173.6mm,,173.6,3,,40
,2020-07-23 05:54:17,GP234F,162.3mm,,162.3,4,,40
,2020-07-23 05:54:21,GP234F,166.6mm,,166.6,5,,40
,2020-07-23 05:54:23,GP234F,219.0mm,,219.0,6,,40
,2020-07-23 05:54:26,GP234F,150.0mm,,150.0,7,,40
,2020-07-23 05:54:29,GP234F,263.2mm,,263.2,8,,40
,2020-07-23 05:54:32,GP234F,132.9mm,,132.9,9,,40
,2020-07-23 05:54:36,GP234F,305.3mm,,305.3,10,,40
,2020-07-23 05:54:39,GP234F,133.7mm,,133.7,11,,40
,2020-07-23 05:54:42,GP234F,132.6mm,,132.6,12,,40
,2020-07-23 05:54:45,GP234F,173.3mm,,173.3,13,,40
,2020-07-23 05:54:48,GP234F,174.7mm,,174.7,14,,40
,2020-07-23 05:54:51,GP234F,280.9mm,,280.9,15,,40
,2020-07-23 05:54:54,GP234F,240.3mm,,240.3,16,,40
,2020-07-23 05:54:56,GP234F,193.0mm,,193.0,17,,40
,2020-07-23 05:55:00,GP234F,285.4mm,,285.4,18,,40
,2020-07-23 05:55:03,GP234F,208.4mm,,208.4,19,,40
,2020-07-23 05:55:06,GP234F,221.9mm,,221.9,20,,40
,2020-07-23 05:55:09,GP234F,249.3mm,,249.3,21,,40
,2020-07-23 05:55:11,GP234F,135.5mm,,135.5,22,,40
,2020-07-23 05:55:15,GP234F,154.3mm,,154.3,23,,40
,2020-07-23 05:55:18,GP234F,166.5mm,,166.5,24,,40
,2020-07-23 05:55:21,GP234F,221.0mm,,221.0,25,,40
,2020-07-23 05:55:24,GP234F,185.8mm,,185.8,26,,40
,2020-07-23 05:55:27,GP234F,168.5mm,,168.5,27,,40
,2020-07-23 05:55:30,GP234F,151.7mm,,151.7,28,,40
,2020-07-23 05:55:34,GP234F,157.7mm,,157.7,29,,40
,2020-07-23 05:55:37,GP234F,133.9mm,,133.9,30,,40
,2020-07-23 05:55:40,GP234F,146.8mm,,146.8,31,,40
,2020-07-23 05:55:43,GP234F,264.0mm,,264.0,32,,40
,2020-07-23 05:55:46,GP234F,253.7mm,,253.7,33,,40
,2020-07-23 05:55:48,GP234F,153.1mm,,153.1,34,,40
,2020-07-23 05:55:51,GP234F,235.3mm,,235.3,35,,40
,2020-07-23 05:55:54,GP234F,139.7mm,,139.7,36,,40
,2020-07-23 05:55:58,GP234F,134.5mm,,134.5,37,,40
,2020-07-23 05:56:02,GP234F,219.1mm,,219.1,38,,40
,2020-07-23 05:56:05,GP234F,126.1mm,,126.1,39,,40
,2020-07-23 05:56:09,GP234F,229.7mm,,229.7,40,,40
,2020-07-23 05:56:12,GP234F,135.9mm,,135.9,41,,40
,2020-07-23 05:56:15,GP234F,165.1mm,,165.1,42,,40
,2020-07-23 05:56:36,GP234F,282.0mm,,282.0,1,,301
,2020-07-23 05:56:40,GP234F,213.7mm,,213.7,2,,301
,2020-07-23 05:56:45,GP234F,217.8mm,,217.8,3,,301
,2020-07-23 05:56:48,GP234F,231.2mm,,231.2,4,,301
,2020-07-23 05:57:39,GP234F,245.6mm,,245.6,1,,640
,2020-07-23 05:57:44,GP234F,235.9mm,,235.9,2,,640
,2020-07-23 05:57:47,GP234F,212.8mm,,212.8,3,,640
,2020-07-23 05:58:03,GP234F,252.8mm,,252.8,1,,300
,2020-07-23 05:58:11,GP234F,202.7mm,,202.7,2,,300
,2020-07-23 05:58:15,GP234F,199.1mm,,199.1,3,,300
,2020-07-23 05:58:20,GP234F,201.3mm,,201.3,4,,300
,2020-07-23 05:58:24,GP234F,251.5mm,,251.5,5,,300
,2020-07-23 05:58:27,GP234F,206.7mm,,206.7,6,,300
,2020-07-23 05:58:44,GP234F,131.3mm,,131.3,1,,340
,2020-07-23 05:58:49,GP234F,107.1mm,,107.1,2,,340
,2020-07-23 05:58:52,GP234F,129.2mm,,129.2,3,,340
,2020-07-23 05:58:54,GP234F,128.2mm,,128.2,4,,340
,2020-07-23 05:58:57,GP234F,110.2mm,,110.2,5,,340
,2020-07-23 05:59:00,GP234F,112.9mm,,112.9,6,,340
,2020-07-23 05:59:05,GP234F,127.8mm,,127.8,7,,340
,2020-07-23 05:59:08,GP234F,121.3mm,,121.3,8,,340
,2020-07-23 05:59:10,GP234F,117.4mm,,117.4,9,,340
,2020-07-23 05:59:13,GP234F,123.7mm,,123.7,10,,340
,2020-07-23 05:59:16,GP234F,135.3mm,,135.3,11,,340
,2020-07-23 05:59:19,GP234F,107.0mm,,107.0,12,,340
,2020-07-23 05:59:21,GP234F,112.3mm,,112.3,13,,340
,2020-07-23 05:59:25,GP234F,146.6mm,,146.6,14,,340
,2020-07-23 05:59:27,GP234F,121.5mm,,121.5,15,,340
,2020-07-23 05:59:30,GP234F,116.6mm,,116.6,16,,340
,2020-07-23 05:59:33,GP234F,122.3mm,,122.3,17,,340
,2020-07-23 05:59:36,GP234F,116.3mm,,116.3,18,,340
,2020-07-23 05:59:39,GP234F,99.9mm,,99.9,19,,340
,2020-07-23 05:59:42,GP234F,124.9mm,,124.9,20,,340
,2020-07-23 05:59:45,GP234F,111.1mm,,111.1,21,,340
,2020-07-23 05:59:48,GP234F,122.6mm,,122.6,22,,340
,2020-07-23 05:59:51,GP234F,121.6mm,,121.6,23,,340
,2020-07-23 05:59:54,GP234F,136.9mm,,136.9,24,,340
,2020-07-23 05:59:57,GP234F,133.2mm,,133.2,25,,340
,2020-07-23 06:00:00,GP234F,110.4mm,,110.4,26,,340
,2020-07-23 06:00:04,GP234F,98.7mm,,98.7,27,,340
,2020-07-23 06:00:09,GP234F,127.9mm,,127.9,28,,340
,2020-07-23 06:00:25,GP234F,38.2mm,,38.2,1,,502
,2020-07-23 06:00:33,GP234F,62.1mm,,62.1,2,,502
,2020-07-23 06:00:36,GP234F,61.2mm,,61.2,3,,502
,2020-07-23 06:00:59,GP234F,76.0mm,,76.0,1,,302
,2020-07-23 06:01:03,GP234F,115.5mm,,115.5,2,,302
,2020-07-23 06:01:10,GP234F,90.8mm,,90.8,3,,302
,2020-07-23 06:01:35,GP234F,116.1mm,,116.1,1,,304
,2020-07-23 06:01:40,GP234F,66.5mm,,66.5,2,,304
,2020-07-23 06:01:43,GP234F,73.1mm,,73.1,3,,304
,2020-07-23 06:01:47,GP234F,88.6mm,,88.6,4,,304
,2020-07-23 07:24:08,GP240F,124.5mm,,124.5,1,,340
,2020-07-23 07:24:12,GP240F,111.2mm,,111.2,2,,340
,2020-07-23 07:24:17,GP240F,121.4mm,,121.4,3,,340
,2020-07-23 07:24:21,GP240F,130.4mm,,130.4,4,,340
,2020-07-23 07:24:28,GP240F,109.3mm,,109.3,5,,340
,2020-07-23 07:24:32,GP240F,130.6mm,,130.6,6,,340
,2020-07-23 07:24:35,GP240F,115.0mm,,115.0,7,,340
,2020-07-23 07:24:39,GP240F,111.6mm,,111.6,8,,340
,2020-07-23 07:24:43,GP240F,109.7mm,,109.7,9,,340
,2020-07-23 07:24:47,GP240F,126.0mm,,126.0,10,,340
,2020-07-23 07:24:52,GP240F,133.5mm,,133.5,11,,340
,2020-07-23 07:24:55,GP240F,134.9mm,,134.9,12,,340
,2020-07-23 07:25:02,GP240F,115.1mm,,115.1,13,,340
,2020-07-23 07:25:06,GP240F,119.9mm,,119.9,14,,340
,2020-07-23 07:25:10,GP240F,117.0mm,,117.0,15,,340
,2020-07-23 07:25:23,GP240F,343.2mm,,343.2,1,,620
,2020-07-23 07:25:27,GP240F,308.8mm,,308.8,2,,620
,2020-07-23 07:25:46,GP240F,208.6mm,,208.6,1,,302
,2020-07-23 07:25:50,GP240F,197.4mm,,197.4,2,,302
,2020-07-23 07:25:55,GP240F,144.7mm,,144.7,3,,302
,2020-07-23 07:26:03,GP240F,192.0mm,,192.0,4,,302
,2020-07-23 07:26:07,GP240F,182.6mm,,182.6,5,,302
,2020-07-23 07:26:10,GP240F,183.3mm,,183.3,6,,302
,2020-07-23 07:26:13,GP240F,153.6mm,,153.6,7,,302
,2020-07-23 07:26:16,GP240F,91.2mm,,91.2,8,,302
,2020-07-23 07:26:37,GP240F,175.5mm,,175.5,1,,301
,2020-07-23 07:26:41,GP240F,140.1mm,,140.1,2,,301
,2020-07-23 07:26:46,GP240F,204.9mm,,204.9,3,,301
,2020-07-23 07:26:49,GP240F,200.9mm,,200.9,4,,301
,2020-07-23 07:27:04,GP240F,74.4mm,,74.4,1,,304
,2020-07-23 07:27:09,GP240F,130.2mm,,130.2,2,,304
,2020-07-23 07:27:19,GP240F,143.2mm,,143.2,1,,512
,2020-07-23 07:27:24,GP240F,111.3mm,,111.3,2,,512
,2020-07-23 07:27:37,GP240F,181.0mm,,181.0,1,,10
,2020-07-23 07:27:40,GP240F,220.4mm,,220.4,2,,10
,2020-07-23 07:27:43,GP240F,154.4mm,,154.4,3,,10
,2020-07-23 07:27:46,GP240F,162.4mm,,162.4,4,,10
,2020-07-23 07:27:49,GP240F,181.7mm,,181.7,5,,10
,2020-07-23 07:27:52,GP240F,198.8mm,,198.8,6,,10
,2020-07-23 07:27:55,GP240F,166.7mm,,166.7,7,,10
,2020-07-23 07:27:58,GP240F,165.2mm,,165.2,8,,10
,2020-07-23 07:28:01,GP240F,197.6mm,,197.6,9,,10
,2020-07-23 07:28:04,GP240F,225.9mm,,225.9,10,,10
,2020-07-23 07:28:15,GP240F,150.1mm,,150.1,11,,10
,2020-07-23 07:28:18,GP240F,196.1mm,,196.1,12,,10
,2020-07-23 07:28:23,GP240F,217.8mm,,217.8,13,,10
,2020-07-23 07:28:27,GP240F,164.2mm,,164.2,14,,10
,2020-07-23 07:28:29,GP240F,205.0mm,,205.0,15,,10
,2020-07-23 07:28:32,GP240F,164.7mm,,164.7,16,,10
,2020-07-23 07:28:35,GP240F,158.0mm,,158.0,17,,10
,2020-07-23 07:28:39,GP240F,204.6mm,,204.6,18,,10
,2020-07-23 07:28:42,GP240F,177.0mm,,177.0,19,,10
,2020-07-23 07:28:55,GP240F,244.6mm,,244.6,1,,40
,2020-07-23 07:29:00,GP240F,249.9mm,,249.9,2,,40
,2020-07-23 07:29:03,GP240F,159.9mm,,159.9,3,,40
,2020-07-23 07:29:06,GP240F,130.0mm,,130.0,4,,40
,2020-07-23 07:29:09,GP240F,132.3mm,,132.3,5,,40
,2020-07-23 07:29:12,GP240F,168.4mm,,168.4,6,,40
,2020-07-23 07:29:15,GP240F,161.5mm,,161.5,7,,40
,2020-07-23 07:29:18,GP240F,193.2mm,,193.2,8,,40
,2020-07-23 07:29:21,GP240F,149.5mm,,149.5,9,,40
,2020-07-23 07:29:23,GP240F,121.0mm,,121.0,10,,40
,2020-07-23 07:29:26,GP240F,84.6mm,,84.6,11,,40
,2020-07-23 07:29:31,GP240F,150.4mm,,150.4,12,,40
,2020-07-23 07:29:33,GP240F,132.5mm,,132.5,13,,40
,2020-07-23 07:29:36,GP240F,147.9mm,,147.9,14,,40
,2020-07-23 07:29:39,GP240F,128.8mm,,128.8,15,,40
,2020-07-23 07:29:43,GP240F,171.1mm,,171.1,16,,40
,2020-07-23 07:29:46,GP240F,134.5mm,,134.5,17,,40
,2020-07-23 07:29:50,GP240F,172.9mm,,172.9,18,,40
,2020-07-23 07:29:53,GP240F,164.0mm,,164.0,19,,40
,2020-07-23 07:29:56,GP240F,125.2mm,,125.2,20,,40
,2020-07-23 07:29:59,GP240F,106.2mm,,106.2,21,,40
,2020-07-23 07:30:05,GP240F,144.2mm,,144.2,22,,40
,2020-07-23 07:30:08,GP240F,167.5mm,,167.5,23,,40
,2020-07-23 07:30:11,GP240F,123.8mm,,123.8,24,,40
,2020-07-23 07:30:14,GP240F,125.7mm,,125.7,25,,40
,2020-07-23 07:30:17,GP240F,156.8mm,,156.8,26,,40
,2020-07-23 07:30:20,GP240F,125.3mm,,125.3,27,,40
,2020-07-23 07:30:23,GP240F,257.7mm,,257.7,28,,40
,2020-07-23 07:30:26,GP240F,143.9mm,,143.9,29,,40
,2020-07-23 07:30:29,GP240F,165.5mm,,165.5,30,,40
,2020-07-23 07:30:32,GP240F,134.4mm,,134.4,31,,40
,2020-07-23 07:30:36,GP240F,131.1mm,,131.1,32,,40
,2020-07-23 07:30:38,GP240F,87.4mm,,87.4,33,,40
,2020-07-23 07:30:42,GP240F,139.2mm,,139.2,34,,40
,2020-07-23 07:30:45,GP240F,146.9mm,,146.9,35,,40
,2020-07-23 07:30:48,GP240F,118.2mm,,118.2,36,,40
,2020-07-23 07:30:51,GP240F,131.7mm,,131.7,37,,40
,2020-07-23 07:30:54,GP240F,147.1mm,,147.1,38,,40
,2020-07-23 07:30:58,GP240F,157.7mm,,157.7,39,,40
,2020-07-23 07:31:01,GP240F,149.2mm,,149.2,40,,40
,2020-07-23 07:31:04,GP240F,157.9mm,,157.9,41,,40
,2020-07-23 07:31:07,GP240F,167.0mm,,167.0,42,,40
,2020-07-23 07:31:11,GP240F,131.1mm,,131.1,43,,40
,2020-07-23 07:31:14,GP240F,146.2mm,,146.2,44,,40
,2020-07-23 07:31:17,GP240F,149.7mm,,149.7,45,,40
,2020-07-23 07:31:20,GP240F,84.2mm,,84.2,46,,40
,2020-07-23 07:31:24,GP240F,88.8mm,,88.8,47,,40
,2020-07-23 07:31:27,GP240F,151.0mm,,151.0,48,,40
,2020-07-23 07:31:30,GP240F,128.8mm,,128.8,49,,40
,2020-07-23 07:31:33,GP240F,155.0mm,,155.0,50,,40
,2020-07-23 07:31:36,GP240F,131.0mm,,131.0,51,,40
,2020-07-23 07:31:39,GP240F,97.4mm,,97.4,52,,40
,2020-07-28 07:03:37,GP268F,209.7mm,,209.7,1,,10
,2020-07-28 07:03:41,GP268F,187.8mm,,187.8,2,,10
,2020-07-28 07:03:45,GP268F,195.7mm,,195.7,3,,10
,2020-07-28 07:03:47,GP268F,218.3mm,,218.3,4,,10
,2020-07-28 07:03:49,GP268F,220.2mm,,220.2,5,,10
,2020-07-28 07:03:52,GP268F,249.0mm,,249.0,6,,10
,2020-07-28 07:03:55,GP268F,192.8mm,,192.8,7,,10
,2020-07-28 07:03:58,GP268F,195.4mm,,195.4,8,,10
,2020-07-28 07:04:00,GP268F,217.6mm,,217.6,9,,10
,2020-07-28 07:04:02,GP268F,249.9mm,,249.9,10,,10
,2020-07-28 07:04:05,GP268F,217.3mm,,217.3,11,,10
,2020-07-28 07:04:08,GP268F,232.1mm,,232.1,12,,10
,2020-07-28 07:04:11,GP268F,220.4mm,,220.4,13,,10
,2020-07-28 07:04:14,GP268F,198.0mm,,198.0,14,,10
,2020-07-28 07:04:17,GP268F,209.8mm,,209.8,15,,10
,2020-07-28 07:04:20,GP268F,215.7mm,,215.7,16,,10
,2020-07-28 07:04:22,GP268F,231.3mm,,231.3,17,,10
,2020-07-28 07:04:25,GP268F,181.1mm,,181.1,18,,10
,2020-07-28 07:04:28,GP268F,225.8mm,,225.8,19,,10
,2020-07-28 07:04:31,GP268F,208.1mm,,208.1,20,,10
,2020-07-28 07:04:33,GP268F,226.5mm,,226.5,21,,10
,2020-07-28 07:04:37,GP268F,192.2mm,,192.2,22,,10
,2020-07-28 07:04:40,GP268F,220.4mm,,220.4,23,,10
,2020-07-28 07:04:42,GP268F,217.5mm,,217.5,24,,10
,2020-07-28 07:04:45,GP268F,355.8mm,,355.8,25,,10
,2020-07-28 07:04:48,GP268F,213.5mm,,213.5,26,,10
,2020-07-28 07:04:51,GP268F,197.6mm,,197.6,27,,10
,2020-07-28 07:04:53,GP268F,262.1mm,,262.1,28,,10
,2020-07-28 07:04:56,GP268F,231.8mm,,231.8,29,,10
,2020-07-28 07:04:59,GP268F,212.9mm,,212.9,30,,10
